,start,end,timenow,time,num
254,"(24.1837584, 120.6037066)","(24.1644015, 120.6292291)",2018-01-09 04:04:00,15 だ,1.0
255,"(24.1837584, 120.6037066)","(24.1654545, 120.5887503)",2018-01-09 11:21:00,14 だ,1.0
256,"(24.1837584, 120.6037066)","(24.1944424, 120.6240622)",2018-01-09 05:42:00,10 だ,1.0
257,"(24.1837584, 120.6037066)","(24.1393358, 120.6286226)",2018-01-09 16:21:00,20 だ,1.0
258,"(24.1837584, 120.6037066)","(24.1731338, 120.6211322)",2018-01-09 16:29:00,13 だ,1.0
259,"(24.1837584, 120.6037066)","(24.1949298, 120.6613089)",2018-01-09 17:05:00,19 だ,1.0
260,"(24.1837584, 120.6037066)","(24.1818148, 120.6128004)",2018-01-09 09:21:00,9 だ,1.0
261,"(24.1837584, 120.6037066)","(24.1963596, 120.6248339)",2018-01-09 17:51:00,11 だ,1.0
262,"(24.1837584, 120.6037066)","(24.1829559, 120.5777874)",2018-01-09 15:12:00,10 だ,1.0
263,"(24.1837584, 120.6037066)","(24.1796846, 120.6811744)",2018-01-09 13:33:00,23 だ,1.0
264,"(24.1837584, 120.6037066)","(24.1947983, 120.5606604)",2018-01-09 20:48:00,16 だ,1.0
265,"(24.1837584, 120.6037066)","(24.1536224, 120.6632421)",2018-01-09 08:02:00,22 だ,1.0
266,"(24.1837584, 120.6037066)","(24.1474346, 120.591452)",2018-01-09 09:41:00,20 だ,1.0
267,"(24.1837584, 120.6037066)","(24.1980515, 120.5833995)",2018-01-09 02:10:00,8 だ,1.0
268,"(24.1837584, 120.6037066)","(24.1345272, 120.6869537)",2018-01-09 10:15:00,35 だ,1.0
269,"(24.1837584, 120.6037066)","(24.1494994, 120.6799655)",2018-01-09 12:05:00,29 だ,1.0
270,"(24.1837584, 120.6037066)","(24.1433053, 120.6339008)",2018-01-09 04:36:00,19 だ,1.0
271,"(24.1837584, 120.6037066)","(24.1915254, 120.6924832)",2018-01-09 04:04:00,23 だ,1.0
272,"(24.1837584, 120.6037066)","(24.1324621, 120.6717658)",2018-01-09 05:18:00,31 だ,1.0
273,"(24.1837584, 120.6037066)","(24.1305676, 120.5984696)",2018-01-09 19:26:00,25 だ,1.0
274,"(24.1837584, 120.6037066)","(24.1491271, 120.6131998)",2018-01-09 16:12:00,18 だ,1.0
275,"(24.1837584, 120.6037066)","(24.1409956, 120.6027081)",2018-01-09 17:01:00,24 だ,1.0
276,"(24.1837584, 120.6037066)","(24.1982666, 120.5435176)",2018-01-09 21:43:00,20 だ,1.0
277,"(24.1837584, 120.6037066)","(24.1036178, 120.5888428)",2018-01-09 07:50:00,21 だ,1.0
278,"(24.1837584, 120.6037066)","(24.1935006, 120.5052617)",2018-01-09 18:03:00,25 だ,1.0
279,"(24.1837584, 120.6037066)","(24.1496137, 120.5976113)",2018-01-09 10:04:00,18 だ,1.0
280,"(24.1837584, 120.6037066)","(24.1717035, 120.5972879)",2018-01-09 05:03:00,18 だ,1.0
281,"(24.1837584, 120.6037066)","(24.183494, 120.6290142)",2018-01-09 13:52:00,11 だ,1.0
282,"(24.1837584, 120.6037066)","(24.187883, 120.5592733)",2018-01-09 03:18:00,14 だ,1.0
283,"(24.1837584, 120.6037066)","(24.1671334, 120.6181724)",2018-01-09 19:36:00,13 だ,1.0
284,"(24.1837584, 120.6037066)","(24.1037586, 120.5322297)",2018-01-09 17:51:00,26 だ,1.0
285,"(24.1837584, 120.6037066)","(24.1272201, 120.6077544)",2018-01-09 02:37:00,23 だ,1.0
286,"(24.1837584, 120.6037066)","(24.1956229, 120.5002334)",2018-01-09 04:39:00,27 だ,1.0
287,"(24.1837584, 120.6037066)","(24.1039102, 120.5840236)",2018-01-09 13:29:00,26 だ,1.0
288,"(24.1837584, 120.6037066)","(24.1815531, 120.5612151)",2018-01-09 04:58:00,20 だ,1.0
289,"(24.1837584, 120.6037066)","(24.1065886, 120.5565537)",2018-01-09 17:37:00,23 だ,1.0
290,"(24.1837584, 120.6037066)","(24.107838, 120.5587574)",2018-01-09 18:45:00,25 だ,1.0
291,"(24.1837584, 120.6037066)","(24.1582652, 120.5388031)",2018-01-09 02:50:00,26 だ,1.0
292,"(24.1837584, 120.6037066)","(24.1957082, 120.6915534)",2018-01-09 16:08:00,22 だ,1.0
293,"(24.1837584, 120.6037066)","(24.1406409, 120.5808754)",2018-01-09 11:25:00,21 だ,1.0
294,"(24.1837584, 120.6037066)","(24.1498728, 120.6864055)",2018-01-09 13:53:00,33 だ,1.0
295,"(24.1837584, 120.6037066)","(24.1897956, 120.5795083)",2018-01-09 03:19:00,10 だ,1.0
296,"(24.1837584, 120.6037066)","(24.1906149, 120.5271882)",2018-01-09 15:47:00,23 だ,1.0
297,"(24.1837584, 120.6037066)","(24.1592748, 120.5777635)",2018-01-09 08:42:00,17 だ,1.0
298,"(24.1837584, 120.6037066)","(24.1434676, 120.6456547)",2018-01-09 04:58:00,24 だ,1.0
299,"(24.1837584, 120.6037066)","(24.1516446, 120.5027341)",2018-01-09 19:53:00,22 だ,1.0
300,"(24.1837584, 120.6037066)","(24.1968799, 120.5862751)",2018-01-09 13:15:00,10 だ,1.0
301,"(24.1837584, 120.6037066)","(24.1118386, 120.6650342)",2018-01-09 06:53:00,36 だ,1.0
302,"(24.1837584, 120.6037066)","(24.156181, 120.5656694)",2018-01-09 12:55:00,18 だ,1.0
303,"(24.1837584, 120.6037066)","(24.152233, 120.5863089)",2018-01-09 22:08:00,22 だ,1.0
304,"(24.1837584, 120.6037066)","(24.1754105, 120.5984969)",2018-01-09 11:03:00,12 だ,1.0
305,"(24.1837584, 120.6037066)","(24.1307806, 120.5304151)",2018-01-09 19:13:00,23 だ,1.0
306,"(24.1837584, 120.6037066)","(24.1371103, 120.6512685)",2018-01-09 17:26:00,29 だ,1.0
307,"(24.1837584, 120.6037066)","(24.1701472, 120.6872205)",2018-01-09 11:53:00,28 だ,1.0
308,"(24.1837584, 120.6037066)","(24.1906571, 120.5926308)",2018-01-09 19:18:00,7 だ,1.0
309,"(24.1837584, 120.6037066)","(24.1529088, 120.517466)",2018-01-09 05:29:00,20 だ,1.0
310,"(24.1837584, 120.6037066)","(24.1664877, 120.6474413)",2018-01-09 12:02:00,17 だ,1.0
311,"(24.1837584, 120.6037066)","(24.1491639, 120.6563981)",2018-01-09 04:22:00,23 だ,1.0
312,"(24.1837584, 120.6037066)","(24.1677892, 120.5265307)",2018-01-09 07:38:00,29 だ,1.0
313,"(24.1837584, 120.6037066)","(24.1525359, 120.593445)",2018-01-09 13:38:00,18 だ,1.0
314,"(24.1837584, 120.6037066)","(24.1882347, 120.6474881)",2018-01-09 11:43:00,18 だ,1.0
315,"(24.1837584, 120.6037066)","(24.1801345, 120.5395473)",2018-01-09 17:05:00,21 だ,1.0
316,"(24.1837584, 120.6037066)","(24.1950715, 120.6940135)",2018-01-09 15:40:00,22 だ,1.0
317,"(24.1837584, 120.6037066)","(24.1324673, 120.502641)",2018-01-09 08:40:00,23 だ,1.0
318,"(24.1837584, 120.6037066)","(24.1522822, 120.6527738)",2018-01-09 05:47:00,23 だ,1.0
319,"(24.1837584, 120.6037066)","(24.1558766, 120.6274812)",2018-01-09 08:54:00,16 だ,1.0
320,"(24.1837584, 120.6037066)","(24.1633929, 120.6907029)",2018-01-09 07:51:00,30 だ,1.0
321,"(24.1837584, 120.6037066)","(24.1661759, 120.5792866)",2018-01-09 03:25:00,15 だ,1.0
322,"(24.1837584, 120.6037066)","(24.1010126, 120.5554949)",2018-01-09 09:22:00,20 だ,1.0
323,"(24.1837584, 120.6037066)","(24.1686184, 120.6617357)",2018-01-09 08:08:00,24 だ,1.0
324,"(24.1837584, 120.6037066)","(24.1966815, 120.5189516)",2018-01-09 08:30:00,23 だ,1.0
325,"(24.1837584, 120.6037066)","(24.183688, 120.5567667)",2018-01-09 22:35:00,20 だ,1.0
326,"(24.1837584, 120.6037066)","(24.1640162, 120.5518033)",2018-01-09 16:22:00,25 だ,1.0
327,"(24.1837584, 120.6037066)","(24.146507, 120.6682066)",2018-01-09 17:14:00,27 だ,1.0
328,"(24.1837584, 120.6037066)","(24.1276235, 120.6568318)",2018-01-09 20:58:00,29 だ,1.0
329,"(24.1837584, 120.6037066)","(24.1642755, 120.5667718)",2018-01-09 10:54:00,19 だ,1.0
330,"(24.1837584, 120.6037066)","(24.1681896, 120.5417398)",2018-01-09 15:23:00,22 だ,1.0
331,"(24.1837584, 120.6037066)","(24.1697302, 120.5144181)",2018-01-09 15:03:00,22 だ,1.0
332,"(24.1837584, 120.6037066)","(24.1377824, 120.597958)",2018-01-09 09:34:00,21 だ,1.0
333,"(24.1837584, 120.6037066)","(24.1924638, 120.5495914)",2018-01-09 10:09:00,17 だ,1.0
334,"(24.1837584, 120.6037066)","(24.131504, 120.635747)",2018-01-09 14:05:00,23 だ,1.0
335,"(24.1837584, 120.6037066)","(24.1813737, 120.5338441)",2018-01-09 11:18:00,23 だ,1.0
336,"(24.1837584, 120.6037066)","(24.1619243, 120.6071883)",2018-01-09 12:03:00,13 だ,1.0
337,"(24.1837584, 120.6037066)","(24.1775637, 120.5329037)",2018-01-09 19:13:00,23 だ,1.0
338,"(24.1837584, 120.6037066)","(24.1721782, 120.6735004)",2018-01-09 19:12:00,26 だ,1.0
339,"(24.1837584, 120.6037066)","(24.1723072, 120.6383953)",2018-01-09 21:50:00,14 だ,1.0
340,"(24.1837584, 120.6037066)","(24.1012015, 120.5095692)",2018-01-09 20:15:00,28 だ,1.0
341,"(24.1837584, 120.6037066)","(24.1389425, 120.5194873)",2018-01-09 20:02:00,22 だ,1.0
342,"(24.1837584, 120.6037066)","(24.1865045, 120.6990237)",2018-01-09 11:17:00,25 だ,1.0
343,"(24.1837584, 120.6037066)","(24.1605192, 120.5312487)",2018-01-09 04:09:00,28 だ,1.0
344,"(24.1837584, 120.6037066)","(24.11571, 120.5522608)",2018-01-09 22:53:00,29 だ,1.0
345,"(24.1837584, 120.6037066)","(24.1495472, 120.5963402)",2018-01-09 10:54:00,17 だ,1.0
346,"(24.1837584, 120.6037066)","(24.1532758, 120.6641157)",2018-01-09 07:04:00,23 だ,1.0
347,"(24.1837584, 120.6037066)","(24.1852393, 120.5298862)",2018-01-09 20:31:00,24 だ,1.0
348,"(24.1837584, 120.6037066)","(24.1535956, 120.6074012)",2018-01-09 03:23:00,16 だ,1.0
349,"(24.1837584, 120.6037066)","(24.1550528, 120.5426595)",2018-01-09 07:49:00,25 だ,1.0
350,"(24.1837584, 120.6037066)","(24.1735866, 120.5232143)",2018-01-09 05:28:00,29 だ,1.0
351,"(24.1837584, 120.6037066)","(24.1712144, 120.6515094)",2018-01-09 20:19:00,20 だ,1.0
352,"(24.1837584, 120.6037066)","(24.1016391, 120.5419481)",2018-01-09 06:03:00,26 だ,1.0
353,"(24.1837584, 120.6037066)","(24.197864, 120.6497656)",2018-01-09 07:27:00,16 だ,1.0
354,"(24.1837584, 120.6037066)","(24.1982857, 120.6713301)",2018-01-09 17:29:00,18 だ,1.0
355,"(24.1837584, 120.6037066)","(24.1631117, 120.5483008)",2018-01-09 13:06:00,24 だ,1.0
356,"(24.1837584, 120.6037066)","(24.1421803, 120.6087236)",2018-01-09 18:51:00,21 だ,1.0
357,"(24.1837584, 120.6037066)","(24.1363948, 120.6148377)",2018-01-09 03:47:00,25 だ,1.0
358,"(24.1837584, 120.6037066)","(24.1246421, 120.5730367)",2018-01-09 07:27:00,24 だ,1.0
359,"(24.1837584, 120.6037066)","(24.1546664, 120.6884083)",2018-01-09 11:30:00,33 だ,1.0
360,"(24.1837584, 120.6037066)","(24.1320142, 120.5509671)",2018-01-09 22:35:00,26 だ,1.0
361,"(24.1837584, 120.6037066)","(24.1357056, 120.5196025)",2018-01-09 19:08:00,20 だ,1.0
362,"(24.1837584, 120.6037066)","(24.1643069, 120.5209112)",2018-01-09 02:14:00,30 だ,1.0
363,"(24.1837584, 120.6037066)","(24.1758421, 120.6532928)",2018-01-09 16:05:00,20 だ,1.0
364,"(24.1837584, 120.6037066)","(24.1756814, 120.6005924)",2018-01-09 02:25:00,13 だ,1.0
365,"(24.1837584, 120.6037066)","(24.171556, 120.5563789)",2018-01-09 21:17:00,25 だ,1.0
366,"(24.1837584, 120.6037066)","(24.1575394, 120.6734527)",2018-01-09 10:05:00,27 だ,1.0
367,"(24.1837584, 120.6037066)","(24.1797142, 120.6783067)",2018-01-09 20:07:00,23 だ,1.0
368,"(24.1837584, 120.6037066)","(24.1555464, 120.6128645)",2018-01-09 07:42:00,17 だ,1.0
369,"(24.1837584, 120.6037066)","(24.1037907, 120.5094892)",2018-01-09 16:54:00,27 だ,1.0
370,"(24.1837584, 120.6037066)","(24.198529, 120.5261728)",2018-01-09 12:50:00,23 だ,1.0
371,"(24.1837584, 120.6037066)","(24.1713755, 120.5757719)",2018-01-09 20:57:00,14 だ,1.0
372,"(24.1837584, 120.6037066)","(24.142911, 120.5786578)",2018-01-09 18:14:00,20 だ,1.0
373,"(24.1837584, 120.6037066)","(24.1104532, 120.6844142)",2018-01-09 17:01:00,36 だ,1.0
374,"(24.1837584, 120.6037066)","(24.1383676, 120.6943141)",2018-01-09 15:25:00,34 だ,1.0
375,"(24.1837584, 120.6037066)","(24.1810149, 120.6589212)",2018-01-09 03:20:00,22 だ,1.0
376,"(24.1837584, 120.6037066)","(24.1145283, 120.6927501)",2018-01-09 14:58:00,37 だ,1.0
377,"(24.1837584, 120.6037066)","(24.1720228, 120.5445416)",2018-01-09 07:43:00,23 だ,1.0
378,"(24.1837584, 120.6037066)","(24.1266507, 120.5305497)",2018-01-09 07:11:00,23 だ,1.0
379,"(24.1837584, 120.6037066)","(24.1041764, 120.6571568)",2018-01-09 07:41:00,28 だ,1.0
380,"(24.1837584, 120.6037066)","(24.1234806, 120.5296071)",2018-01-09 02:20:00,19 だ,1.0
381,"(24.1837584, 120.6037066)","(24.1813038, 120.6484619)",2018-01-09 03:44:00,19 だ,1.0
382,"(24.1837584, 120.6037066)","(24.1672126, 120.5955752)",2018-01-09 21:09:00,15 だ,1.0
383,"(24.1837584, 120.6037066)","(24.1483668, 120.5068905)",2018-01-09 05:14:00,21 だ,1.0
384,"(24.1837584, 120.6037066)","(24.1616078, 120.5134088)",2018-01-09 14:51:00,21 だ,1.0
385,"(24.1837584, 120.6037066)","(24.1935031, 120.5249937)",2018-01-09 20:44:00,24 だ,1.0
386,"(24.1837584, 120.6037066)","(24.1221465, 120.5823173)",2018-01-09 10:29:00,23 だ,1.0
387,"(24.1837584, 120.6037066)","(24.1210498, 120.5252056)",2018-01-09 21:54:00,21 だ,1.0
388,"(24.1837584, 120.6037066)","(24.172542, 120.5805618)",2018-01-09 18:32:00,12 だ,1.0
389,"(24.1837584, 120.6037066)","(24.1635411, 120.5814821)",2018-01-09 15:15:00,16 だ,1.0
390,"(24.1837584, 120.6037066)","(24.1129118, 120.6824686)",2018-01-09 08:18:00,38 だ,1.0
391,"(24.1837584, 120.6037066)","(24.1716933, 120.5020194)",2018-01-09 22:24:00,25 だ,1.0
392,"(24.1837584, 120.6037066)","(24.1963474, 120.6469214)",2018-01-09 16:48:00,17 だ,1.0
393,"(24.1837584, 120.6037066)","(24.1606483, 120.6711221)",2018-01-09 18:20:00,26 だ,1.0
394,"(24.1837584, 120.6037066)","(24.1827674, 120.5010762)",2018-01-09 14:21:00,24 だ,1.0
395,"(24.1837584, 120.6037066)","(24.1464646, 120.5249721)",2018-01-09 04:10:00,33 だ,1.0
396,"(24.1837584, 120.6037066)","(24.1357027, 120.6450008)",2018-01-09 08:48:00,25 だ,1.0
397,"(24.1837584, 120.6037066)","(24.1587669, 120.6279908)",2018-01-09 07:19:00,15 だ,1.0
398,"(24.1837584, 120.6037066)","(24.1760771, 120.6769714)",2018-01-09 14:31:00,23 だ,1.0
399,"(24.1837584, 120.6037066)","(24.1583334, 120.5996228)",2018-01-09 07:11:00,17 だ,1.0
400,"(24.1837584, 120.6037066)","(24.1585476, 120.6933621)",2018-01-09 20:25:00,33 だ,1.0
401,"(24.1837584, 120.6037066)","(24.1843269, 120.5714554)",2018-01-09 08:07:00,11 だ,1.0
402,"(24.1837584, 120.6037066)","(24.1051189, 120.6516557)",2018-01-09 07:44:00,26 だ,1.0
403,"(24.1837584, 120.6037066)","(24.1713729, 120.6506828)",2018-01-09 16:18:00,19 だ,1.0
404,"(24.1837584, 120.6037066)","(24.1365731, 120.5817916)",2018-01-09 05:04:00,29 だ,1.0
405,"(24.1837584, 120.6037066)","(24.1075149, 120.6364412)",2018-01-09 07:21:00,28 だ,1.0
406,"(24.1837584, 120.6037066)","(24.1282404, 120.6473009)",2018-01-09 17:54:00,28 だ,1.0
407,"(24.1837584, 120.6037066)","(24.1789757, 120.6231033)",2018-01-09 13:09:00,10 だ,1.0
408,"(24.1837584, 120.6037066)","(24.1040511, 120.6303347)",2018-01-09 13:59:00,25 だ,1.0
409,"(24.1837584, 120.6037066)","(24.1832633, 120.5130051)",2018-01-09 11:07:00,28 だ,1.0
410,"(24.1837584, 120.6037066)","(24.1158132, 120.5010426)",2018-01-09 04:36:00,27 だ,1.0
411,"(24.1837584, 120.6037066)","(24.1660066, 120.6899187)",2018-01-09 16:07:00,31 だ,1.0
412,"(24.1837584, 120.6037066)","(24.1938948, 120.6020037)",2018-01-09 10:54:00,6 だ,1.0
413,"(24.1837584, 120.6037066)","(24.1434221, 120.6791549)",2018-01-09 20:28:00,28 だ,1.0
414,"(24.1837584, 120.6037066)","(24.1314446, 120.5202289)",2018-01-09 08:16:00,20 だ,1.0
415,"(24.1837584, 120.6037066)","(24.1252412, 120.5942822)",2018-01-09 18:54:00,28 だ,1.0
416,"(24.1837584, 120.6037066)","(24.1580865, 120.5662167)",2018-01-09 02:48:00,18 だ,1.0
417,"(24.1837584, 120.6037066)","(24.1418661, 120.546332)",2018-01-09 17:07:00,25 だ,1.0
418,"(24.1837584, 120.6037066)","(24.1013753, 120.593727)",2018-01-09 07:53:00,26 だ,1.0
419,"(24.1837584, 120.6037066)","(24.1048728, 120.624642)",2018-01-09 14:26:00,24 だ,1.0
420,"(24.1837584, 120.6037066)","(24.1189364, 120.6552034)",2018-01-09 13:30:00,29 だ,1.0
421,"(24.1837584, 120.6037066)","(24.1990809, 120.590017)",2018-01-09 17:55:00,11 だ,1.0
422,"(24.1837584, 120.6037066)","(24.1284127, 120.5985449)",2018-01-09 11:28:00,27 だ,1.0
423,"(24.1837584, 120.6037066)","(24.1932881, 120.6526927)",2018-01-09 03:13:00,17 だ,1.0
424,"(24.1837584, 120.6037066)","(24.14674, 120.6924734)",2018-01-09 09:59:00,34 だ,1.0
425,"(24.1837584, 120.6037066)","(24.1641091, 120.5364252)",2018-01-09 21:41:00,25 だ,1.0
426,"(24.1837584, 120.6037066)","(24.19769, 120.6666896)",2018-01-09 18:07:00,19 だ,1.0
427,"(24.1837584, 120.6037066)","(24.1510066, 120.6723927)",2018-01-09 21:20:00,25 だ,1.0
428,"(24.1837584, 120.6037066)","(24.1000661, 120.6351633)",2018-01-09 04:27:00,25 だ,1.0
429,"(24.1837584, 120.6037066)","(24.1238804, 120.6714648)",2018-01-09 10:17:00,35 だ,1.0
430,"(24.1837584, 120.6037066)","(24.14938, 120.6697082)",2018-01-09 18:41:00,25 だ,1.0
431,"(24.1837584, 120.6037066)","(24.1930678, 120.53985)",2018-01-09 09:26:00,20 だ,1.0
432,"(24.1837584, 120.6037066)","(24.1900652, 120.5734716)",2018-01-09 04:39:00,10 だ,1.0
433,"(24.1837584, 120.6037066)","(24.1706648, 120.5787243)",2018-01-09 12:37:00,13 だ,1.0
434,"(24.1837584, 120.6037066)","(24.1644498, 120.5987174)",2018-01-09 10:14:00,17 だ,1.0
435,"(24.1837584, 120.6037066)","(24.1928898, 120.5621353)",2018-01-09 04:26:00,16 だ,1.0
436,"(24.1837584, 120.6037066)","(24.1497452, 120.6979709)",2018-01-09 19:25:00,32 だ,1.0
437,"(24.1837584, 120.6037066)","(24.1530514, 120.5788382)",2018-01-09 22:14:00,19 だ,1.0
438,"(24.1837584, 120.6037066)","(24.1190638, 120.609327)",2018-01-09 03:32:00,20 だ,1.0
439,"(24.1837584, 120.6037066)","(24.1506157, 120.5695751)",2018-01-09 16:45:00,18 だ,1.0
440,"(24.1837584, 120.6037066)","(24.1157327, 120.5119938)",2018-01-09 16:47:00,24 だ,1.0
441,"(24.1837584, 120.6037066)","(24.1979903, 120.6563885)",2018-01-09 18:35:00,18 だ,1.0
442,"(24.1837584, 120.6037066)","(24.1188677, 120.5550676)",2018-01-09 14:00:00,25 だ,1.0
443,"(24.1837584, 120.6037066)","(24.1041912, 120.5157363)",2018-01-09 12:38:00,25 だ,1.0
444,"(24.1837584, 120.6037066)","(24.1501699, 120.5506766)",2018-01-09 10:24:00,23 だ,1.0
445,"(24.1837584, 120.6037066)","(24.1268378, 120.6178895)",2018-01-09 10:53:00,23 だ,1.0
446,"(24.1837584, 120.6037066)","(24.1741969, 120.5295918)",2018-01-09 14:26:00,26 だ,1.0
447,"(24.1837584, 120.6037066)","(24.1387802, 120.5438545)",2018-01-09 20:44:00,28 だ,1.0
448,"(24.1837584, 120.6037066)","(24.1285272, 120.6783503)",2018-01-09 15:01:00,33 だ,1.0
449,"(24.1837584, 120.6037066)","(24.1852066, 120.6125799)",2018-01-09 04:06:00,7 だ,1.0
450,"(24.1837584, 120.6037066)","(24.1664473, 120.6479434)",2018-01-09 02:28:00,17 だ,1.0
451,"(24.1837584, 120.6037066)","(24.1986641, 120.5628872)",2018-01-09 20:17:00,15 だ,1.0
452,"(24.1837584, 120.6037066)","(24.1524738, 120.6267396)",2018-01-09 16:42:00,18 だ,1.0
453,"(24.1837584, 120.6037066)","(24.1241397, 120.6667893)",2018-01-09 09:21:00,32 だ,1.0
454,"(24.1837584, 120.6037066)","(24.1795292, 120.6213529)",2018-01-09 06:28:00,10 だ,1.0
455,"(24.1837584, 120.6037066)","(24.1753073, 120.5397684)",2018-01-09 02:38:00,22 だ,1.0
456,"(24.1837584, 120.6037066)","(24.1404314, 120.5249578)",2018-01-09 05:07:00,19 だ,1.0
457,"(24.1837584, 120.6037066)","(24.1569084, 120.6980244)",2018-01-09 21:17:00,32 だ,1.0
458,"(24.1837584, 120.6037066)","(24.1009839, 120.5813846)",2018-01-09 03:05:00,26 だ,1.0
459,"(24.1837584, 120.6037066)","(24.1778521, 120.539592)",2018-01-09 13:06:00,22 だ,1.0
460,"(24.1837584, 120.6037066)","(24.1449842, 120.6408484)",2018-01-09 11:18:00,23 だ,1.0
461,"(24.1837584, 120.6037066)","(24.1240174, 120.6036786)",2018-01-09 04:15:00,27 だ,1.0
462,"(24.1837584, 120.6037066)","(24.1609268, 120.618162)",2018-01-09 11:12:00,14 だ,1.0
463,"(24.1837584, 120.6037066)","(24.1584446, 120.6506656)",2018-01-09 11:56:00,20 だ,1.0
464,"(24.1837584, 120.6037066)","(24.1889806, 120.5492075)",2018-01-09 14:04:00,17 だ,1.0
465,"(24.1837584, 120.6037066)","(24.1712714, 120.6928174)",2018-01-09 04:26:00,31 だ,1.0
466,"(24.1837584, 120.6037066)","(24.1386982, 120.5880067)",2018-01-09 19:55:00,22 だ,1.0
467,"(24.1837584, 120.6037066)","(24.1622785, 120.6788696)",2018-01-09 19:36:00,27 だ,1.0
468,"(24.1837584, 120.6037066)","(24.1345674, 120.5605346)",2018-01-09 11:24:00,28 だ,1.0
469,"(24.1837584, 120.6037066)","(24.1365087, 120.5223325)",2018-01-09 05:40:00,17 だ,1.0
470,"(24.1837584, 120.6037066)","(24.1513195, 120.5259026)",2018-01-09 06:59:00,32 だ,1.0
471,"(24.1837584, 120.6037066)","(24.1126461, 120.652164)",2018-01-09 21:32:00,27 だ,1.0
472,"(24.1837584, 120.6037066)","(24.1147616, 120.6004982)",2018-01-09 20:09:00,26 だ,1.0
473,"(24.1837584, 120.6037066)","(24.1681171, 120.5326357)",2018-01-09 11:12:00,27 だ,1.0
474,"(24.1837584, 120.6037066)","(24.145436, 120.5802597)",2018-01-09 07:14:00,21 だ,1.0
475,"(24.1837584, 120.6037066)","(24.1994696, 120.6233081)",2018-01-09 02:44:00,12 だ,1.0
476,"(24.1837584, 120.6037066)","(24.1845201, 120.6969093)",2018-01-09 16:17:00,26 だ,1.0
477,"(24.1837584, 120.6037066)","(24.1617606, 120.5937906)",2018-01-09 03:34:00,15 だ,1.0
478,"(24.1837584, 120.6037066)","(24.1573732, 120.6321441)",2018-01-09 19:29:00,17 だ,1.0
479,"(24.1837584, 120.6037066)","(24.1994535, 120.5091122)",2018-01-09 08:13:00,27 だ,1.0
480,"(24.1837584, 120.6037066)","(24.1508838, 120.6902026)",2018-01-09 16:49:00,34 だ,1.0
481,"(24.1837584, 120.6037066)","(24.1729184, 120.5146713)",2018-01-09 18:41:00,22 だ,1.0
482,"(24.1837584, 120.6037066)","(24.171122, 120.6976221)",2018-01-09 22:47:00,28 だ,1.0
483,"(24.1837584, 120.6037066)","(24.1837582, 120.5918512)",2018-01-09 11:00:00,4 だ,1.0
484,"(24.1837584, 120.6037066)","(24.1535842, 120.6973223)",2018-01-09 05:15:00,35 だ,1.0
485,"(24.1837584, 120.6037066)","(24.1700863, 120.6473416)",2018-01-09 20:11:00,18 だ,1.0
486,"(24.1837584, 120.6037066)","(24.1382446, 120.6257761)",2018-01-09 02:41:00,20 だ,1.0
487,"(24.1837584, 120.6037066)","(24.1058933, 120.5068668)",2018-01-09 10:27:00,27 だ,1.0
488,"(24.1837584, 120.6037066)","(24.144706, 120.5746579)",2018-01-09 17:05:00,23 だ,1.0
489,"(24.1837584, 120.6037066)","(24.1658816, 120.5545342)",2018-01-09 02:04:00,27 だ,1.0
490,"(24.1837584, 120.6037066)","(24.1614518, 120.5135268)",2018-01-09 13:08:00,21 だ,1.0
491,"(24.1837584, 120.6037066)","(24.1127181, 120.6257303)",2018-01-09 02:37:00,24 だ,1.0
492,"(24.1837584, 120.6037066)","(24.1376079, 120.5966854)",2018-01-09 15:25:00,21 だ,1.0
493,"(24.1837584, 120.6037066)","(24.1237663, 120.5154946)",2018-01-09 03:18:00,23 だ,1.0
494,"(24.1837584, 120.6037066)","(24.1908338, 120.5072893)",2018-01-09 14:39:00,26 だ,1.0
495,"(24.1837584, 120.6037066)","(24.1143764, 120.6109986)",2018-01-09 19:45:00,22 だ,1.0
496,"(24.1837584, 120.6037066)","(24.1486176, 120.5630284)",2018-01-09 05:13:00,31 だ,1.0
497,"(24.1837584, 120.6037066)","(24.102019, 120.6040369)",2018-01-09 02:40:00,22 だ,1.0
498,"(24.1837584, 120.6037066)","(24.1966815, 120.5315486)",2018-01-09 07:25:00,22 だ,1.0
499,"(24.1837584, 120.6037066)","(24.1195644, 120.6435783)",2018-01-09 19:39:00,27 だ,1.0
500,"(24.1837584, 120.6037066)","(24.1001755, 120.5890082)",2018-01-09 05:02:00,21 だ,1.0
501,"(24.1837584, 120.6037066)","(24.1718033, 120.577639)",2018-01-09 12:55:00,13 だ,1.0
502,"(24.1837584, 120.6037066)","(24.1172382, 120.53677)",2018-01-09 17:13:00,19 だ,1.0
503,"(24.1837584, 120.6037066)","(24.1515334, 120.6236384)",2018-01-09 17:54:00,17 だ,1.0
