,cctvid,roadsection,locationpath,startlocationpoint,endlocationpoint,px,py,url
158,64000C000159,台 1(鳳松路/建國路二段到鳳仁路/建國路一段),2623,9294,9237,120.36385,22.63518,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000159&w=340&h=260
159,64000C000160,自由路(高雄)(自由二路/裕誠路到自由二路/大順一路),2040,2047,2049,120.30904,22.66108,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000160&w=340&h=260
160,64000C000161,縣 186(介壽東路/中山南路到岡山路/介壽路),9330,9342,9341,120.29709,22.78457,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000161&w=340&h=260
161,64000C000162,台 1(台 1/台 19甲到中山北路/大德一路),2623,2692,9223,120.29460,22.79966,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000162&w=340&h=260
162,64000C000163,台 19甲(台 19甲/台 1到成功路/嘉新東路),4571,4577,9196,120.29851,22.80743,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000163&w=340&h=260
163,64000C000164,阿公店路2段/溪西路,-99,-99,-99,120.29053,22.78766,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000164&w=340&h=260
164,64000C000165,台 19甲(中華路/柳橋西路到大義一路/仁壽路),4571,9200,9201,120.28850,22.79069,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000165&w=340&h=260
165,64000C000166,台 19甲(大義一路/仁壽路到介壽路/介壽西路),4571,9201,9202,120.28486,22.78439,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000166&w=340&h=260
166,64000C000167,台 1(大德三路/中山南路到中山北路/大德一路),2623,9225,9223,120.29908,22.79236,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000167&w=340&h=260
167,64000C000168,台 1(介壽東路/中山南路到岡山南路/成功北路),2623,9226,9227,120.29881,22.78001,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000168&w=340&h=260
168,64000C000169,鳳山區-國泰路二段、南京路西南角,-99,-99,-99,120.34454,22.62140,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000169&w=340&h=260
169,64000C000170,鳳山區-國泰路二段、青年路一段東北角,-99,-99,-99,120.34922,22.61884,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000170&w=340&h=260
170,64000C000171,鳳山區-國泰路二段、五甲二路西北角,-99,-99,-99,120.35338,22.61655,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000171&w=340&h=260
171,64000C000172,鳳山區-國泰路一段、鳳頂路東南角,-99,-99,-99,120.36205,22.61409,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000172&w=340&h=260
172,64000C000173,鳳山區-鳳頂路、保生路東北角,-99,-99,-99,120.35917,22.59309,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000173&w=340&h=260
173,64000C000174,鳳山區-縣188、內坑路,-99,-99,-99,120.38467,22.58957,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000174&w=340&h=260
174,64000C000175,鳳山區-縣188、鳳林路北側,-99,-99,-99,120.40492,22.58703,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000175&w=340&h=260
175,64000C000176,鳳山區-縣188、鳳林路南側,-99,-99,-99,120.40535,22.58612,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000176&w=340&h=260
176,64000C000177,鳳山區-縣188、光明路西側,-99,-99,-99,120.41981,22.58889,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000177&w=340&h=260
177,64000C000178,鳳山區-縣188、光明路東側,-99,-99,-99,120.42016,22.58925,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000178&w=340&h=260
178,64000C000179,鳳山區-縣188、華中路東南角,-99,-99,-99,120.42895,22.59163,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000179&w=340&h=260
179,64000C000180,鳳山區-縣188、華中路西北角,-99,-99,-99,120.42835,22.59230,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000180&w=340&h=260
180,64000C000181,鳳山區-五甲一路、瑞隆東路西北角,-99,-99,-99,120.34647,22.60688,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000181&w=340&h=260
181,64000C000182,鳳山區-五甲一路、南京路東南角,-99,-99,-99,120.34578,22.60470,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000182&w=340&h=260
182,64000C000183,鳳山區-九如一路、澄清路西南角,-99,-99,-99,120.34424,22.63596,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000183&w=340&h=260
183,64000C000184,鳳山區-建國路三段、青年路二段東南角,-99,-99,-99,120.35076,22.63726,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000184&w=340&h=260
184,64000C000185,鳳山區-中山東路、光遠東路西南角,-99,-99,-99,120.36789,22.62277,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000185&w=340&h=260
185,64000C000186,鳳山區-鳳屏一路、大漢路路口東側,-99,-99,-99,120.38934,22.63398,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000186&w=340&h=260
186,64000C000187,鳳山區-鳳屏一路、光明路三段西南角,-99,-99,-99,120.40114,22.63920,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000187&w=340&h=260
187,64000C000188,鳳山區-鳳屏一路、光明路三段東北角,-99,-99,-99,120.40183,22.63964,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000188&w=340&h=260
188,64000C000189,鳳山區-鳳屏一路、九和路西側,-99,-99,-99,120.41707,22.64186,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000189&w=340&h=260
189,64000C000190,鳳山區-鳳屏一路、九和路西北角,-99,-99,-99,120.41822,22.64206,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000190&w=340&h=260
190,64000C000191,鳳山區-光明路三段、江山路南側,-99,-99,-99,120.40243,22.63594,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000191&w=340&h=260
191,64000C000192,鳳山區-光明路二段、琉球路南側,-99,-99,-99,120.41342,22.61147,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000192&w=340&h=260
192,64000C000193,高屏大橋往西下橋匝道口(北側),-99,-99,-99,120.42822,22.64519,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000193&w=340&h=260
193,64000C000194,高屏大橋往東上橋匝道口(南側),-99,-99,-99,120.42882,22.64483,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000194&w=340&h=260
194,64000C000195,萬大大橋往西下橋匝道口(北側),-99,-99,-99,120.43309,22.59282,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000195&w=340&h=260
195,64000C000196,萬大大橋往東上橋匝道口(南側),-99,-99,-99,120.43312,22.59214,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000196&w=340&h=260
196,64000C000197,雙園大橋西向下橋(北側),-99,-99,-99,120.41267,22.49777,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000197&w=340&h=260
197,64000C000198,台29、斜張橋南側,-99,-99,-99,120.44715,22.76494,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000198&w=340&h=260
198,64000C000199,台29、溪埔路西北角,-99,-99,-99,120.44498,22.72828,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000199&w=340&h=260
199,64000C000200,台29、縣186(中興東路)東南角,-99,-99,-99,120.43524,22.69162,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000200&w=340&h=260
200,64000C000201,水管三路、義大二路(林山巷)東南角,-99,-99,-99,120.37947,22.70054,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000201&w=340&h=260
201,64000C000202,大中二路、自由三路東南角,-99,-99,-99,120.31364,22.67908,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000202&w=340&h=260
202,64000C000203,大中二路、民族一路西北角,-99,-99,-99,120.31875,22.67932,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000203&w=340&h=260
203,64000C000204,大中一路、鼎中路北側,-99,-99,-99,120.32325,22.67703,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000204&w=340&h=260
204,64000C000205,台29(統嶺路)、台22(里嶺大橋)東南角,-99,-99,-99,120.44947,22.77120,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000205&w=340&h=260
205,64000C000206,高速公路(南下交流道)、鳳楠路西南角,-99,-99,-99,120.33201,22.72101,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000206&w=340&h=260
206,64000C000207,高速公路(興西路)、鳳仁路東北角,-99,-99,-99,120.33317,22.72064,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000207&w=340&h=260
207,64000C000208,加昌路、海專路西北角,-99,-99,-99,120.31709,22.72275,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000208&w=340&h=260
208,64000C000209,仁雄路、鼎力路(路橋北側),-99,-99,-99,120.33229,22.67289,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000209&w=340&h=260
209,64000C000210,本館路、球場路東南角,-99,-99,-99,120.33615,22.65544,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000210&w=340&h=260
210,64000C000211,博愛三路、曾子路西南角,-99,-99,-99,120.30772,22.67881,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000211&w=340&h=260
211,64000C000212,博愛一路、龍德路西南角,-99,-99,-99,120.30334,22.65427,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000212&w=340&h=260
212,64000C000213,博愛一路、同盟二路西南角,-99,-99,-99,120.30328,22.65166,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000213&w=340&h=260
213,64000C000214,博愛一路、十全二路西北角,-99,-99,-99,120.30291,22.64540,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000214&w=340&h=260
214,64000C000215,博愛三路、大中二路西南角,-99,-99,-99,120.30984,22.68108,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000215&w=340&h=260
215,64000C000216,博愛二路、立信街266巷西北角(漢神巨蛋對面),-99,-99,-99,120.30332,22.66828,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000216&w=340&h=260
216,64000C000217,中山一路、七賢一路東南角,-99,-99,-99,120.30237,22.63435,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000217&w=340&h=260
217,64000C000218,中山二路、四維四路東南角,-99,-99,-99,120.30364,22.61684,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000218&w=340&h=260
218,64000C000219,中山二路、復興三路西北角,-99,-99,-99,120.30692,22.60733,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000219&w=340&h=260
219,64000C000220,中山二路、新光路東北角,-99,-99,-99,120.30534,22.61247,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000220&w=340&h=260
220,64000C000221,中山四路、中平路西北角,-99,-99,-99,120.32866,22.58041,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000221&w=340&h=260
221,64000C000222,中山四路、中安路東南角,-99,-99,-99,120.32956,22.58033,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000222&w=340&h=260
222,64000C000223,中安路、明鳳七街西北角,-99,-99,-99,120.33456,22.58313,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000223&w=340&h=260
223,64000C000224,三多五路、成功二路西北角,-99,-99,-99,120.29841,22.61199,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000224&w=340&h=260
224,64000C000225,成功二路、新光路東南角,-99,-99,-99,120.29922,22.61049,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000225&w=340&h=260
225,64000C000226,中正二路、和平一路西南角,-99,-99,-99,120.31789,22.63033,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000226&w=340&h=260
226,64000C000227,中正一路、輔仁路西南角,-99,-99,-99,120.33235,22.62799,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000227&w=340&h=260
227,64000C000228,中正一路、福德路東北角,-99,-99,-99,120.32763,22.62972,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000228&w=340&h=260
228,64000C000229,中正一路、河北路東南角,-99,-99,-99,120.32351,22.62970,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000229&w=340&h=260
229,64000C000230,中正二路、民族二路東北角 ,-99,-99,-99,120.31362,22.63077,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000230&w=340&h=260
230,64000C000231,中山一路、中正三路東側,-99,-99,-99,120.30222,22.63136,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000231&w=340&h=260
231,64000C000232,橋頭區-成功南路橋新六路口,-99,-99,-99,120.31413,22.75010,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000232&w=340&h=260
232,64000C000234,橋頭區-成功路橋頭路口,-99,-99,-99,120.30956,22.75980,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000234&w=340&h=260
233,64000C000235,橋頭區-成功北路鐵道北路口,-99,-99,-99,120.30592,22.76687,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000235&w=340&h=260
234,64000C000236,岡山區-介壽東路國一岡山交流道北入口,-99,-99,-99,120.32159,22.78809,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000236&w=340&h=260
235,64000C000237,岡山區-介壽東路國一岡山交流道南出口,-99,-99,-99,120.31964,22.78760,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000237&w=340&h=260
236,64000C000238,岡山區-聖森路安招路口,-99,-99,-99,120.31250,22.78989,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000238&w=340&h=260
237,64000C000239,岡山區-介壽東路岡燕路口,-99,-99,-99,120.31504,22.78657,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000239&w=340&h=260
238,64000C000240,岡山區-嘉新東路聖森路口,-99,-99,-99,120.31108,22.80773,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000240&w=340&h=260
239,64000C000241,岡山區-岡山路河華路，河華路上控制器旁號誌桿,-99,-99,-99,120.29215,22.80157,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000241&w=340&h=260
240,64000C000242,岡山區-岡山路河華路，岡山路上路燈桿,-99,-99,-99,120.29209,22.80175,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000242&w=340&h=260
241,64000C000243,路竹區-中山南路本洲五街口,-99,-99,-99,120.26987,22.82059,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000243&w=340&h=260
242,64000C000244,路竹區-中山路中華路口,-99,-99,-99,120.26072,22.85769,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000244&w=340&h=260
243,64000C000245,湖內區-中山路一段東方路口,-99,-99,-99,120.24993,22.88075,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000245&w=340&h=260
244,64000C000246,湖內區-中山路二段中華街口,-99,-99,-99,120.22713,22.90927,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000246&w=340&h=260
245,64000C000247,永安區-保安路保寧路口,-99,-99,-99,120.23479,22.83586,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000247&w=340&h=260
246,64000C000248,永安區-保安路維新路口,-99,-99,-99,120.24311,22.80817,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000248&w=340&h=260
247,64000C000249,彌陀區-中正東路鹽埕大路口,-99,-99,-99,120.24476,22.79206,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000249&w=340&h=260
248,64000C000250,彌陀區-中正東路中正南路口,-99,-99,-99,120.25280,22.77555,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000250&w=340&h=260
249,64000C000251,梓官區-大舍南路大舍東路口,-99,-99,-99,120.26143,22.74713,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000251&w=340&h=260
250,64000C000252,岡山區-本洲路289號前路燈桿,-99,-99,-99,120.26323,22.80738,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000252&w=340&h=260
251,64000C000253,湖內區-東方路一段正大路口(興達港門口),-99,-99,-99,120.21388,22.87621,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000253&w=340&h=260
252,64000C000261,大寮區-鳳林二路與新厝路交岔路口,-99,-99,-99,120.41177,22.56120,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000261&w=340&h=260
253,64000C000262,大寮區-鳳林一路與會結路交岔路口,-99,-99,-99,120.41244,22.55536,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000262&w=340&h=260
254,64000C000263,大寮區-鳳林路四段與鳳林一路交岔路口,-99,-99,-99,120.41142,22.54730,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000263&w=340&h=260
255,64000C000264,林園區-鳳林路二段與王公路交岔路口,-99,-99,-99,120.39602,22.51317,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000264&w=340&h=260
256,64000C000265,林園區-鳳林路二段與忠孝東路交岔,-99,-99,-99,120.39645,22.50713,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000265&w=340&h=260
257,64000C000266,林園區-鳳林路一段與東林東路交岔路口,-99,-99,-99,120.39762,22.50377,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000266&w=340&h=260
258,64000C000267,林園區-鳳林路一段與沿海路二段交岔路口,-99,-99,-99,120.39800,22.50068,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000267&w=340&h=260
259,64000C000268,林園區-沿海路二段與王公路，東林西路交岔路口,-99,-99,-99,120.38242,22.50356,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000268&w=340&h=260
260,64000C000269,林園區-沿海路二段與王公路，東林西路交岔路口,-99,-99,-99,120.38175,22.50343,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000269&w=340&h=260
261,64000C000270,林園區-中門路與南星路交岔路口,-99,-99,-99,120.36269,22.51052,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000270&w=340&h=260
262,64000C000271,小港區-沿海三路與沿海四路交岔路口,-99,-99,-99,120.36122,22.51311,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000271&w=340&h=260
263,64000C000272,仁武區-鳳仁路與澄觀路交岔路口,-99,-99,-99,120.35291,22.68600,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000272&w=340&h=260
264,64000C000273,楠梓區-鳳仁路與水管路交岔路口,-99,-99,-99,120.34212,22.70619,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000273&w=340&h=260
265,64000C000274,鳥松區-中正路與大埤路，神農路交岔路口,-99,-99,-99,120.36414,22.65932,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000274&w=340&h=260
266,64000C000275,鳥松區-大埤路與環湖路，公園路交岔路口,-99,-99,-99,120.35930,22.65791,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000275&w=340&h=260
267,64000C000276,鳥松區-大埤路與長庚路交岔路口,-99,-99,-99,120.35605,22.65116,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000276&w=340&h=260
268,64000C000277,鳥松區-大埤南路與澄清路交岔路口,-99,-99,-99,120.34896,22.65202,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000277&w=340&h=260
269,64000C000278,鳥松區-澄清路與圓山路交岔路口,-99,-99,-99,120.34834,22.65027,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000278&w=340&h=260
270,64000C000279,鹽埕區-大義街與公園二路交岔路口,-99,-99,-99,120.28556,22.62023,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000279&w=340&h=260
271,64000C000280,鹽埕區-大勇路與公園二路交岔路口,-99,-99,-99,120.28270,22.62160,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000280&w=340&h=260
272,64000C000281,苓雅區-成功二路與林森四路交岔路口,-99,-99,-99,120.29997,22.60832,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000281&w=340&h=260
273,64000C000282,三多凱旋東北角(鐵路東側),-99,-99,-99,120.32528,22.62077,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000282&w=340&h=260
274,64000C000283, 臨海新路消防隊,-99,-99,-99,120.27748,22.62021,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000283&w=340&h=260
275,64000C000284,三多福德東北角,-99,-99,-99,120.32783,22.62160,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000284&w=340&h=260
276,64000C000285,三多河北東北角,-99,-99,-99,120.33144,22.62284,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000285&w=340&h=260
277,64000C000286,三多河南西南角,-99,-99,-99,120.33114,22.62273,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000286&w=340&h=260
278,64000C000287,三多輔仁東南角,-99,-99,-99,120.33342,22.62352,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000287&w=340&h=260
279,64000C000288,二聖凱旋西北角,-99,-99,-99,120.32670,22.61190,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000288&w=340&h=260
280,64000C000289,二聖凱旋東南角,-99,-99,-99,120.32673,22.61171,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000289&w=340&h=260
281,64000C000290,英祥凱旋西南角,-99,-99,-99,120.32653,22.61713,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000290&w=340&h=260
282,64000C000291,英祥凱旋東北角,-99,-99,-99,120.32664,22.61717,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000291&w=340&h=260
283,64000C000292,賢明凱旋東南角,-99,-99,-99,120.32544,22.60897,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000292&w=340&h=260
284,64000C000293,育樂凱旋東南角,-99,-99,-99,120.32491,22.60665,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000293&w=340&h=260
285,64000C000294,一心凱旋西南角,-99,-99,-99,120.32455,22.60511,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000294&w=340&h=260
286,64000C000295,一心和平西南角,-99,-99,-99,120.32061,22.60686,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000295&w=340&h=260
287,64000C000296,一心和平東北角,-99,-99,-99,120.32086,22.60683,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000296&w=340&h=260
288,64000C000297,一心凱旋西北角,-99,-99,-99,120.32461,22.60523,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000297&w=340&h=260
289,64000C000298,凱旋四路/班超路,-99,-99,-99,120.32425,22.60331,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000298&w=340&h=260
290,64000C000299,凱旋四路/鎮興路,-99,-99,-99,120.31126,22.59343,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000299&w=340&h=260
291,64000C000300,旗津渡輪站2,-99,-99,-99,120.26962,22.61405,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000300&w=340&h=260
292,64000C000301,舊凱旋四路與班超路,-99,-99,-99,120.32377,22.60362,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000301&w=340&h=260
293,64000C000302,凱旋四路與前鎮街,-99,-99,-99,120.30803,22.59259,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000302&w=340&h=260
294,64000C000303,成功二路與凱旋四路,-99,-99,-99,120.30566,22.59341,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000303&w=340&h=260
295,64000C000304,成功二路與正勤路,-99,-99,-99,120.30241,22.60179,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000304&w=340&h=260
296,64000C000305,中華五路與復興三路,-99,-99,-99,120.30483,22.60647,http://traffic.kctmc.nat.gov.tw/CCTV/cctv_view_atis.jsp?cctv_id=C000305&w=340&h=260
